Date received,Product,Sub-product,Issue,Complaint list,Company,State,Tags,Date sent,Company response,Timely response,Consumer disputed,Date difference(%)
21-02-2017,Student loan,Federal student loan servicing,Dealing with my lender or servicer,responds  only to consumer,"ECMC GROUP, INC.",AZ,Servicemember,27-02-2017,Closed with monetary relief,Yes,No,23.76
01-02-2017,Debt collection,Credit card,False statements or representation,responds  only to consumer,"CITIBANK, N.A.",VA,Servicemember,01-02-2017,Closed with monetary relief,Yes,No,0
02-07-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,Focus Holding Company,FL,Older American,09-07-2015,Closed with explanation,Yes,No,27.7
21-05-2015,Debt collection,Credit card,False statements or representation,Acted by contract/law,"Retrieval-Masters Creditors Bureau, Inc., Elmsford, NY Branch",SC,Older American,21-05-2015,Closed with explanation,Yes,No,0
23-05-2016,Debt collection,Federal student loan,Cont'd attempts collect debt not owed,Third party action,"Firstsource Business Process Services, LLC",CA,Servicemember,23-05-2016,Closed with explanation,Yes,No,0
09-01-2017,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Acted by contract/law,"Financial Management Solutions, LLC",VA,Servicemember,03-02-2017,Closed with explanation,Yes,Yes,98.93
08-03-2017,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,responds  only to consumer,"Aargon Agency, Inc.",CA,Servicemember,10-03-2017,Closed with explanation,Yes,Yes,7.9
17-05-2016,Debt collection,Credit card,Cont'd attempts collect debt not owed,responds  only to consumer,"JH Portfolio Debt Equities, LLC",OH,Servicemember,17-05-2016,Closed with explanation,Yes,No,0
12-09-2015,Debt collection,Auto,Disclosure verification of debt,Acted by contract/law,NELSON AND KENNARD,CA,Older American,12-09-2015,Closed with explanation,Yes,No,0
10-02-2017,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,responds  only to consumer,"Kriya Capital, LLC",CA,Older American,09-03-2017,Closed with explanation,Yes,No,76.39
04-10-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Company can't verify or dispute the facts in the complaint,"The CMI Group, Inc.",NV,"Older American, Servicemember",02-11-2015,Closed with explanation,Yes,No,84.3
28-04-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Misunderstanding,"CCS Financial Services, Inc.",FL,Older American,29-06-2016,Closed with explanation,No,No,214.9
27-09-2016,Debt collection,Medical,Cont'd attempts collect debt not owed,Acted by contract/law,AmeriCollect,LA,Servicemember,27-09-2016,Closed with explanation,Yes,No,0
03-04-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,No public response provided,"FAIR COLLECTIONS & OUTSOURCING, INC.",NY,Servicemember,03-04-2015,Closed with explanation,Yes,Yes,0
15-03-2016,Debt collection,Medical,Cont'd attempts collect debt not owed,responds  only to consumer,"CMRE Financial Services, Inc.",TX,Servicemember,15-03-2016,Closed with explanation,Yes,No,0
22-01-2016,Debt collection,Credit card,Disclosure verification of debt,No public response provided,"Mandarich Law Group, LLP",CA,Older American,22-01-2016,Closed with explanation,Yes,Yes,0
29-11-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,responds  only to consumer,"I.C. System, Inc.",FL,Servicemember,29-11-2016,Closed with explanation,Yes,No,0
07-07-2016,Debt collection,Medical,Cont'd attempts collect debt not owed,responds  only to consumer,"CMRE Financial Services, Inc.",CA,Older American,07-07-2016,Closed with explanation,Yes,No,0
04-08-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,responds  only to consumer,"SUNRISE CREDIT SERVICES, INC",GA,Servicemember,04-08-2016,Closed with explanation,Yes,No,0
11-06-2015,Debt collection,Medical,Cont'd attempts collect debt not owed,No public response provided,"CMRE Financial Services, Inc.",NY,Older American,11-06-2015,Closed with explanation,Yes,No,0
09-09-2016,Debt collection,Non-federal student loan,Communication tactics,company disputing complaint,Dream Center Education Holdings,NC,Servicemember,09-09-2016,Closed with explanation,Yes,No,0
18-10-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,"Kinum, Inc., Indianapolis, IN Branch",AL,Servicemember,18-10-2016,Closed with explanation,Yes,No,0
22-08-2015,Debt collection,Credit card,Cont'd attempts collect debt not owed,Acted by contract/law,Atlanticus Services Corporation,LA,Older American,22-08-2015,Closed,Yes,Yes,0
15-12-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,responds  only to consumer,"I.C. System, Inc.",AZ,Older American,15-12-2016,Closed with explanation,Yes,No,0
27-07-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Acted by contract/law,ERC,AL,Older American,30-07-2015,Closed with non-monetary relief,Yes,No,11.86
09-12-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Acted by contract/law,ERC,OH,Servicemember,09-12-2016,Closed with non-monetary relief,Yes,No,0
30-05-2016,Debt collection,Medical,Cont'd attempts collect debt not owed,responds  only to consumer,"CMRE Financial Services, Inc.",CA,"Older American, Servicemember",03-06-2016,Closed with explanation,Yes,No,15.83
10-09-2015,Debt collection,Medical,Cont'd attempts collect debt not owed,Company can't verify or dispute the facts in the complaint,"HOVG, LLC",WA,Older American,10-09-2015,Closed with explanation,Yes,No,0
25-05-2015,Debt collection,Payday loan,Cont'd attempts collect debt not owed,Acted by contract/law,"CASHCALL, INC.",IL,Servicemember,25-05-2015,Closed with explanation,Yes,No,0
21-02-2017,Debt collection,Credit card,Cont'd attempts collect debt not owed,responds  only to consumer,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,Older American,21-02-2017,Closed with explanation,Yes,No,0
28-06-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,ERC,IA,Servicemember,28-06-2016,Closed with non-monetary relief,Yes,No,0
19-06-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,ERC,IA,Servicemember,19-06-2016,Closed with non-monetary relief,Yes,No,0
04-05-2016,Debt collection,Medical,Communication tactics,Acted by contract/law,"BUDGET CONTROL SERVICES, INC.",CO,Servicemember,04-05-2016,Closed with explanation,Yes,Yes,0
15-04-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Acted by contract/law,"Pinnacle Credit Services, LLC",AL,Servicemember,15-04-2016,Closed with explanation,Yes,No,0
23-03-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Acted by contract/law,"Pinnacle Credit Services, LLC",NY,Servicemember,23-03-2016,Closed with explanation,Yes,Yes,0
19-01-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Misunderstanding,"HW Holding, Inc",MO,Servicemember,19-01-2016,Closed with explanation,Yes,No,0
22-03-2017,Debt collection,Credit card,Communication tactics,responds  only to consumer,U.S. BANCORP,AK,Older American,22-03-2017,Closed with explanation,Yes,No,0
02-01-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,No public response provided,"FAIR COLLECTIONS & OUTSOURCING, INC.",IL,Servicemember,28-01-2016,Closed with explanation,Yes,No,102.88
29-05-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,No public response provided,CL Holdings LLC,GA,Servicemember,02-06-2015,Closed with explanation,Yes,No,15.84
14-04-2015,Debt collection,Medical,Cont'd attempts collect debt not owed,Acted by contract/law,"Harris & Harris, Ltd.",CA,Older American,14-04-2015,Closed with explanation,Yes,No,0
09-08-2016,Debt collection,Payday loan,Taking/threatening an illegal action,Third party action,"CARDINAL FINANCIAL COMPANY, LIMITED PARTNERSHIP",WA,Servicemember,09-08-2016,Closed with explanation,Yes,No,0
29-03-2016,Debt collection,Mortgage,Taking/threatening an illegal action,responds  only to consumer,"BANK OF AMERICA, NATIONAL ASSOCIATION",VA,Older American,31-03-2016,Closed with explanation,Yes,No,7.92
20-02-2017,Debt collection,Credit card,Cont'd attempts collect debt not owed,responds  only to consumer,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,Older American,08-03-2017,Closed with explanation,Yes,Yes,32.87
08-08-2015,Debt collection,Medical,Communication tactics,No public response provided,"ESCALLATE, LLC",NY,Older American,08-08-2015,Closed,Yes,Yes,0
04-01-2017,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,R & B Corporation of Virginia,AZ,Servicemember,04-01-2017,Closed with explanation,Yes,No,0
29-07-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Misunderstanding,"HW Holding, Inc",GA,Servicemember,29-07-2015,Closed with explanation,Yes,Yes,0
04-11-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,"RS Clark and Associates, Inc.",TX,Servicemember,04-11-2015,Closed with explanation,Yes,No,0
29-10-2015,Debt collection,Credit card,False statements or representation,Acted by contract/law,SUPERIOR DEBT RECOVERY LLC,RI,Servicemember,29-10-2015,Closed with explanation,Yes,No,0
16-10-2015,Debt collection,Credit card,Cont'd attempts collect debt not owed,Misunderstanding,"Stellar Recovery, Inc.",FL,Older American,16-10-2015,Closed with explanation,No,No,0
14-01-2016,Debt collection,Payday loan,Taking/threatening an illegal action,No public response provided,"Receivables Performance Management, LLC",CA,Servicemember,14-01-2016,Closed with explanation,Yes,No,0
22-06-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,responds  only to consumer,"Receivables Performance Management, LLC",MD,Servicemember,26-06-2016,Closed with explanation,Yes,No,15.84
18-01-2017,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,responds  only to consumer,"Receivables Performance Management, LLC",NC,Servicemember,19-01-2017,Closed with explanation,Yes,No,3.96
23-09-2016,Student loan,Non-federal student loan,Dealing with my lender or servicer,opportunity for Consumer satisfaction,SLM CORPORATION,PA,Older American,23-09-2016,Closed with monetary relief,Yes,No,0
14-06-2016,Debt collection,Credit card,Communication tactics,Acted by contract/law,"STERLING JEWELERS, INC.",TN,Servicemember,14-06-2016,Closed with explanation,Yes,No,0
20-05-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Isolated error,"STERLING JEWELERS, INC.",CA,Servicemember,20-05-2015,Closed with explanation,Yes,No,0
25-02-2016,Debt collection,Medical,Disclosure verification of debt,responds  only to consumer,"WAKEFIELD & ASSOCIATES, INC.",CA,Servicemember,25-02-2016,Closed with explanation,Yes,Yes,0
22-09-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,"Stellar Recovery, Inc.",FL,Older American,22-09-2016,Closed with explanation,Yes,No,0
04-03-2016,Debt collection,Auto,Cont'd attempts collect debt not owed,responds  only to consumer,"Rubin & Rothman, LLC",NY,Servicemember,08-03-2016,Closed with explanation,Yes,No,15.83
10-11-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Acted by contract/law,"Century Finance, Inc.",NC,Servicemember,08-01-2016,Closed with explanation,Yes,No,233.45
17-03-2016,Debt collection,Auto,False statements or representation,company disputing complaint,"Stephens and Michaels Associates, Inc.",TX,Servicemember,21-03-2016,Closed with explanation,Yes,No,15.84
03-04-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,ERC,CA,Servicemember,03-04-2015,Closed with non-monetary relief,Yes,No,0
20-07-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,ERC,OH,Older American,20-07-2015,Closed with non-monetary relief,Yes,No,0
26-06-2016,Student loan,Non-federal student loan,Getting a loan,responds  only to consumer,U.S. BANCORP,MN,Servicemember,26-06-2016,Closed with explanation,Yes,No,0
22-10-2016,Debt collection,Credit card,Cont'd attempts collect debt not owed,Acted by contract/law,"Timothy C. Runyan, P.C.",MI,"Older American, Servicemember",07-12-2016,Closed with explanation,Yes,No,151.58
07-12-2015,Debt collection,Auto,Cont'd attempts collect debt not owed,No public response provided,ALLY FINANCIAL INC.,FL,Older American,07-12-2015,Closed with explanation,Yes,No,0
02-03-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,responds  only to consumer,"I.C. System, Inc.",WA,Servicemember,02-03-2016,Closed with explanation,Yes,No,0
17-02-2016,Debt collection,Credit card,Disclosure verification of debt,Acted by contract/law,Army and Air Force Exchange Service,VA,Servicemember,17-02-2016,Closed with explanation,Yes,No,0
10-11-2016,Debt collection,Medical,Cont'd attempts collect debt not owed,Acted by contract/law,"Choice Recovery, Inc.",TX,Servicemember,14-11-2016,Closed,Yes,No,15.82
24-06-2015,Debt collection,Medical,Cont'd attempts collect debt not owed,No public response provided,"CMRE Financial Services, Inc.",CA,Older American,29-06-2015,Closed with explanation,Yes,No,19.79
12-08-2016,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,responds  only to consumer,"Flagstar Bank, N.A.",IL,Older American,12-08-2016,Closed with explanation,Yes,No,0
04-12-2015,Debt collection,Medical,Cont'd attempts collect debt not owed,No public response provided,"CMRE Financial Services, Inc.",TX,Older American,22-12-2015,Closed with explanation,Yes,No,71.23
28-04-2016,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Acted by contract/law,"National Credit Systems,Inc.",KY,Servicemember,28-04-2016,Closed with explanation,Yes,No,0
16-03-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,company disputing complaint,Bonneville Billing and Collections,UT,Servicemember,16-03-2016,Closed with explanation,Yes,No,0
03-06-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Acted by contract/law,"The CMI Group, Inc.",ID,Servicemember,03-06-2015,Closed with non-monetary relief,Yes,No,0
27-10-2016,Debt collection,Mortgage,Disclosure verification of debt,Acted by contract/law,"Shellpoint Partners, LLC",AR,Servicemember,31-10-2016,Closed with explanation,Yes,No,15.84
